COUNTRY_FLYING_MISSION,TGT_COUNTRY,TGT_LOCATION,LATITUDE,MSNDATE,TGT_TYPE,TGT_INDUSTRY
USA,PHILIPPINE ISLANDS,SAN NICHOLAS,13.91666667,120.9166667,1/26/1945,120.9166667,40 FS
USA,BURMA,RANGOON,16.8,96.15,2/27/1943,96.15,436 B
USA,BURMA,MYITKYINA,25.38333333,97.4,7/15/1944,97.4,88 FS
USA,NEW GUINEA,WEWAK,-3.583333333,143.6666667,2/25/1944,143.6666667,65 BS
USA,CHINA,HAINAN ISLAND,19,110,3/31/1945,110,64 BS
USA,CELEBES ISLANDS,LANGOAN,1.15,124.8166667,10/13/1944,124.8166667,71 B
USA,FRENCH INDO CHINA,SAIGON,10.81666667,106.6833333,4/23/1945,106.6833333,320 BS
USA,PHILIPPINE ISLANDS,GUENCA,13.83333333,121.0333333,3/17/1945,121.0333333,310 FS
USA,FORMOSA AND RYUKYU ISLANDS,FORMOSA,24,121,5/28/1945,121,3 FS
USA,BORNEO,TABANIO,-3.75,114.6666667,7/26/1945,114.6666667,307 BG
USA,CHINA,CHENGTE,41.48333333,117.9,12/6/1943,117.9,11 BS
USA,CHINA,PINGHAN,36.78333333,114.4666667,5/29/1945,114.4666667,528 FS
GREAT BRITAIN,LIBYA,TOBRUK,32.04,23.95,4/11/1941,23.95,45/44 SQDN
USA,PHILIPPINE ISLANDS,MT MANDALAGAN,10.66666667,123.25,4/26/1945,123.25,5 BG
USA,JAPAN,KYUSHU,33.53333333,130.4666667,7/27/1945,130.4666667,63 BS
USA,CELEBES ISLANDS,HATETABAKO,1.25,128.1,11/7/1944,128.1,42 BG
USA,BURMA,MEIKTILA,20.91666667,95.83333333,2/20/1945,95.83333333,5 FS
USA,PHILIPPINE ISLANDS,LICANAN,7.266666667,125.65,9/2/1944,125.65,320 BS
USA,NEW GUINEA,NAMBER,-1.083333333,134.8333333,4/22/1944,134.8333333,529 BS
USA,SUMATRA,AMBOINA,2.466666667,97.6,5/31/1944,97.6,531 BS
USA,JAPAN,TOKYO,35.66666667,139.7,5/25/1945,139.7,73 BW
USA,FORMOSA AND RYUKYU ISLANDS,TAKAO,22.63333333,120.2833333,6/3/1945,120.2833333,33 BS
USA,BISMARK ARCHIPELAGO,CAPE GLOUCESTER,-5.416666667,148.4166667,7/2/1943,148.4166667,65 BS
USA,PALAU ISLANDS,ARAKABESAN ISLA,7.35,134.45,12/3/1944,134.45,864 BS
USA,LIBYA,BENGHAZI,32.11,20.05,8/9/1942,20.05,98 BG
USA,CHINA,HONG KONG,22.2,114.2,6/12/1945,114.2,19 BS
USA,NEW GUINEA,ANUMBE RIVER,-3.416666667,143.1666667,6/3/1944,143.1666667,110 FS
USA,PHILIPPINE ISLANDS,BOLOG,16.75,121.1333333,6/27/1945,121.1333333,433 FS
USA,BURMA,MOGAUNG,25.3,96.93333333,5/28/1944,96.93333333,90 FS
USA,NEW GUINEA,LANGEMAK BAY,-6.583333333,147.8333333,8/10/1943,147.8333333,13 BS
USA,BURMA,HOPIN,24.98333333,96.53333333,8/14/1944,96.53333333,528 FS
USA,CHINA,CANTON,23.18333333,113.2333333,5/9/1945,113.2333333,408 BS
USA,NEW GUINEA,MOEMI RIVER,-1.5,134.0833333,7/7/1944,134.0833333,319 BS
USA,MARSHALL ISLANDS,EMIDJ ISLAND,6,169.7333333,4/24/1944,169.7333333,48 BS
USA,SOLOMON ISLANDS,MONOITU,-6.683333333,155.4333333,5/28/1944,155.4333333,13 C
USA,BURMA,HSENWI,23.3,97.96666667,11/14/1944,97.96666667,22 BS
USA,CAROLINE ISLANDS,MOEN,7.433333333,151.8666667,5/8/1944,151.8666667,98 BS
USA,BURMA,NAMKWIN,25.08333333,96.58333333,5/13/1944,96.58333333,10 FC
USA,CAROLINE ISLANDS,FANAN ISLAND,7.183333333,151.9833333,6/10/1944,151.9833333,370 BS
USA,CHINA,KWEILIN,25.23333333,110.2,7/20/1945,110.2,74 D
USA,NEW GUINEA,UTAROM,-3.6166666,133.666666,9/29/1944,133.666666,13 BS
USA,BURMA,LASHIO,22.93333333,97.75,2/6/1945,97.75,82 BS
USA,BORNEO,BALIK PAPAN,-1.25,116.8333333,6/13/1945,116.8333333,5 BG
USA,PHILIPPINE ISLANDS,BUNAWAN,7.25,125.6666667,4/8/1945,125.6666667,866 BS
USA,BISMARK ARCHIPELAGO,NEW BRITAIN,-6,151,3/10/1944,151,90 BS
GREAT BRITAIN,LIBYA,BENGHAZI AREA & COASTAL ROAD,32.11,20.05,4/24/1941,20.05,37/38/70/146 SQDN
USA,VOLCANO AND BONIN ISLANDS,CHICHI JIMA,27.06666667,142.2166667,3/6/1945,142.2166667,98 BS
USA,BURMA,MOGAUNG,25.3,96.93333333,12/17/1943,96.93333333,528 S
USA,PHILIPPINE ISLANDS,METROPOLITAN,14.83333333,121.15,5/5/1945,121.15,341 FS
USA,NEW GUINEA,MANOKWARI,-0.833333333,134.0833333,8/13/1944,134.0833333,320 BS
USA,BURMA,HSIPAW,22.61666667,97.3,2/18/1945,97.3,88 FS
USA,SOLOMON ISLANDS,BOUGAINVILLE,-6.2,155.25,5/16/1944,155.25,13 BC
USA,NEW GUINEA,KARKAR ISLAND,-4.666666667,146,4/17/1944,146,17 BS
USA,ITALY,GAETA,41.2,13.57,10/25/1943,13.57,86 FBG
USA,VOLCANO AND BONIN ISLANDS,IWO JIMA,24.78333333,141.3166667,1/26/1945,141.3166667,42 BS
USA,PHILIPPINE ISLANDS,CATABLINGAN,14.768636,121.623595,5/5/1945,121.623595,8 S
USA,BURMA,NAMHSAWNG,22.23333333,97.41666667,2/16/1945,97.41666667,58 FS
USA,CHINA,LEIYANG,26.43333333,112.8333333,7/1/1944,112.8333333,74 FS
USA,CELEBES ISLANDS,IRA,1.866666667,127.7666667,11/23/1944,127.7666667,82 FS
USA,NEW GUINEA,BUT,-3.416666667,143.25,2/4/1944,143.25,403 BS
GREAT BRITAIN,SICILY,AUGUSTA,37.22,15.22,5/27/1943,15.22,178 SQDN
USA,CAROLINE ISLANDS,TRUK DUBLON IS,7.383333333,151.8833333,2/17/1945,151.8833333,999
USA,ITALY,TIVOLI,41.97,12.8,3/11/1944,12.8,27 FBG/86 FBG
USA,CHINA,CANTON,23.18333333,113.2333333,5/19/1945,113.2333333,63 BS
USA,PHILIPPINE ISLANDS,TUGUEGARAO,17.66666667,121.75,6/22/1945,121.75,7 FS
USA,CELEBES ISLANDS,KAOE,1.183333333,127.9166667,11/23/1944,127.9166667,822 BS
USA,CHINA,RAKLI BAY,19.13333333,108.7166667,4/22/1945,108.7166667,373 BS
USA,BURMA,HSEOWI,23.3,97.96666667,11/26/1944,97.96666667,25 FS
USA,FORMOSA AND RYUKYU ISLANDS,BORYO,22.38333333,120.5833333,4/21/1945,120.5833333,405 BS
USA,NEW GUINEA,BABO,-2.583333333,133.4166667,8/26/1944,133.4166667,36 FS
USA,JAPAN,KATAKAMI,34.73333333,134.2,1/2/1945,134.2,498 BG
USA,ITALY,FIDENZA,44.87,10.05,7/5/1944,10.05,86 FBG
USA,VOLCANO AND BONIN ISLANDS,CHICHI JIMA,27.06666667,142.2166667,6/24/1945,142.2166667,47 FS
USA,SOLOMON ISLANDS,BOE,-7.1,156.8166667,8/20/1944,156.8166667,823 BS
USA,ALEUTIAN ISLANDS,KISKA ISLAND,52,177.5,7/24/1943,177.5,18 FS
USA,CHINA,YANGTZE RIVER,31.786667,121.141389,1/6/1944,121.141389,11 BS
USA,CAROLINE ISLANDS,DUBLON ISLAND,7.383333333,151.8833333,4/6/1944,151.8833333,370 BS
USA,CHINA,TSINAN,36.71666667,116.95,3/23/1945,116.95,425 BS
USA,ITALY,FONDI,41.45,13.45,1/19/1944,13.45,27 FBG/86 FBG
USA,NEW GUINEA,WOM,-3.5,143.5833333,1/31/1945,143.5833333,360 BG
USA,NEW GUINEA,SUAIN,-3.333333333,143,5/20/1944,143,13 S
USA,PHILIPPINE ISLANDS,CORREGIDOR,14.41666667,120.5833333,1/29/1945,120.5833333,5 BG
USA,LIBYA,BENGHAZI,32.11,20.05,9/16/1942,20.05,98 BG
USA,PHILIPPINE ISLANDS,IPO,14.83333333,121.1666667,4/28/1945,121.1666667,342 FS
USA,MALAY STATES,BATU ARANG,3.133333333,101.65,3/2/1945,101.65,468 BG
USA,PHILIPPINE ISLANDS,BOSO BOSO,14.66666667,121.25,3/20/1945,121.25,460 FS
USA,PHILIPPINE ISLANDS,BONTOC,17.08333333,121,6/6/1945,121,9 FS
USA,SOLOMON ISLANDS,BUKA,-5.416666667,154.7,2/10/1944,154.7,172 BS
USA,PHILIPPINE ISLANDS,NAN,13.9125,122.1726,8/15/1944,122.1726,17 BS
USA,PHILIPPINE ISLANDS,IGUIG,17.75,121.75,6/16/1945,121.75,69 FS
USA,JAVA,KOFI,-9.933333333,123.8666667,6/27/1944,123.8666667,310 FS
USA,FORMOSA AND RYUKYU ISLANDS,KIIRIN,25.13333333,121.7333333,6/2/1945,121.7333333,33 BS
USA,BURMA,KUNKHA,22.91666667,96.91666667,2/1/1945,96.91666667,59 FS
USA,BURMA,LASHIO,22.93333333,97.75,2/21/1945,97.75,89 FS
USA,NEW GUINEA,BUT,-3.416666667,143.25,7/24/1944,143.25,672 S
USA,PHILIPPINE ISLANDS,SANTIAGO,16.399722,119.938611,5/20/1945,119.938611,8 S
USA,CHINA,KWEIPING,23.4,110.0833333,10/12/1944,110.0833333,16 FS
USA,JAPAN,SENDAI,38.26666667,140.8666667,7/30/1945,140.8666667,34 FS
USA,BURMA,PEGU,17.333333,96.483333,3/9/1945,96.483333,493 BS
USA,BURMA,MEZA,24.15,96.03333333,9/23/1944,96.03333333,490 BS
USA,CELEBES ISLANDS,GOEROEA,1.116666667,128.1,12/24/1944,128.1,68 FS
USA,NEW GUINEA,ULAU,-3.3,142.8,6/16/1944,142.8,71 BS
USA,CELEBES ISLANDS,KENDARI,-4.066666667,122.6666667,1/10/1945,122.6666667,67 FS
USA,BURMA,KALEWA,23.2,94.3,4/28/1944,94.3,83 BS
USA,BURMA,HOPIN,24.98333333,96.53333333,4/9/1944,96.53333333,490 D
USA,JAVA,BAUCAU VILLAGE,-8.466666667,126.45,12/10/1944,126.45,531 BS
USA,PHILIPPINE ISLANDS,CAUAYAN,16.91666667,121.75,3/9/1945,121.75,386 S
USA,BORNEO,TARAKAN ISLAND,3.416666667,117.5833333,5/11/1945,117.5833333,42 BG
USA,PHILIPPINE ISLANDS,IPO,14.83333333,121.1666667,5/17/1945,121.1666667,69 FS
USA,CELEBES ISLANDS,LOLOBATA,1.25,128.1166667,11/16/1944,128.1166667,674 S
USA,BURMA,KWIHTAU,25.73333333,97.51666667,11/17/1943,97.51666667,528 S
USA,PHILIPPINE ISLANDS,MT HAPONANG BAN,14.73333333,121.1833333,5/11/1945,121.1833333,342 FS
USA,BURMA,MYITKYINA,25.38333333,97.4,11/8/1943,97.4,89 FS
USA,CHINA,22 40 N 115 4,22.66666667,115.75,2/18/1945,115.75,63 BS
USA,BISMARK ARCHIPELAGO,CAPE GLOUCESTER,-5.416666667,148.4166667,7/11/1943,148.4166667,403 BS
USA,PHILIPPINE ISLANDS,ANTIPOLO,14.583333,121.166667,3/7/1945,121.166667,4 FS
USA,NEW GUINEA,FINSCHHAFEN,-6.5,147.8333333,9/5/1943,147.8333333,90 BS
USA,SOLOMON ISLANDS,KAHILI,-6.8,155.7833333,7/19/1943,155.7833333,23 BS
USA,ALEUTIAN ISLANDS,KISKA ISLAND,52,177.5,7/26/1943,177.5,36 BS
USA,FORMOSA AND RYUKYU ISLANDS,MATO,23.18333333,120.2333333,5/26/1945,120.2333333,501 BS
USA,PHILIPPINE ISLANDS,CAMOTES ISLAND,10.75,124.4166667,11/21/1944,124.4166667,460 FS
USA,BURMA,MOULMEIN,16.491389,97.625556,5/13/1943,97.625556,493 BS
USA,PHILIPPINE ISLANDS,TUGUEGARAO,17.66666667,121.75,6/21/1945,121.75,7 FS
USA,CHINA,SIANG RIVER,29.433333,113.133333,7/26/1944,113.133333,74 FS
USA,FORMOSA AND RYUKYU ISLANDS,HEITO,22.66666667,120.4833333,2/7/1945,120.4833333,319 BS
USA,ITALY,PALERMO,38.13,13.36,4/5/1943,13.36,98 BG
USA,NEW GUINEA,DROME CREEK,-4.1,144.8333333,5/12/1944,144.8333333,674 S
USA,EGYPT,LG 18,31.05,27.93,10/25/1942,27.93,12 BG
USA,BISMARK ARCHIPELAGO,RAPOPO,-4.333333333,152.35,6/27/1944,152.35,13 C
USA,ITALY,AQUINO,41.48,13.7,1/17/1944,13.7,86 FBG
USA,JAPAN,BIWA LAKE,35.16666667,135.9666667,5/13/1945,135.9666667,58 BW
USA,PHILIPPINE ISLANDS,SAN MATEO,18.08333333,120.5833333,4/29/1945,120.5833333,342 FS
USA,NEW GUINEA,PALPA BAY,-5.416666667,145.7333333,1/12/1944,145.7333333,2 BS
USA,CHINA,SAMAH,18.41666667,109.3333333,11/26/1944,109.3333333,375 BS
USA,FRENCH INDO CHINA,CAO BANG,22.65,106.2666667,7/13/1945,106.2666667,26 FS
USA,SUMATRA,GUA PLANTATION,4.2,101.9833333,5/9/1944,101.9833333,311 FS
GREAT BRITAIN,BURMA,MANDALAY,21.98333333,96.08333333,4/17/1944,96.08333333,215
USA,BISMARK ARCHIPELAGO,RABAUL,-4.2,152.2,5/15/1944,152.2,64 BS
USA,NEW GUINEA,MADANG,-5.25,145.8333333,4/9/1943,145.8333333,90 BS
USA,BISMARK ARCHIPELAGO,LAE,-6.75,147,12/21/1943,147,71 BS
USA,SOLOMON ISLANDS,BUKA,-5.416666667,154.7,11/18/1943,154.7,424 BS
USA,BISMARK ARCHIPELAGO,BORAM,-3.183333333,151.6166667,4/12/1943,151.6166667,8 BS
USA,CELEBES ISLANDS,GOEROEA,1.116666667,128.1,12/1/1944,128.1,823 BS
USA,NEW GUINEA,BUNA BUN,-4.583333333,145.5833333,3/29/1944,145.5833333,388 S
USA,BISMARK ARCHIPELAGO,KAVIENG,-2.583333333,150.8333333,1/17/1944,150.8333333,868 BS
USA,SOLOMON ISLANDS,TUAM ISLAND,-6.666666667,155.6666667,9/3/1943,155.6666667,403 BS
USA,VOLCANO AND BONIN ISLANDS,IWO JIMA,24.78333333,141.3166667,12/20/1944,141.3166667,392 BS
USA,CAROLINE ISLANDS,DUBLON ISLAND,7.383333333,151.8833333,8/1/1944,151.8833333,98 BS
USA,GILBERT ISLANDS,TARAWA,1.5,173,11/13/1943,173,42 BS
USA,BURMA,MYITKYINA,25.38333333,97.4,7/7/1944,97.4,88 FS
NEW ZEALAND,SOLOMON ISLANDS,NUMA NUMA,-5.866666667,155.2333333,5/4/1945,155.2333333,NO. 3 SQUADRON RNZAF
USA,VOLCANO AND BONIN ISLANDS,CHICHI JIMA,27.06666667,142.2166667,3/30/1945,142.2166667,26 BS
USA,VOLCANO AND BONIN ISLANDS,CHICHI JIMA,27.06666667,142.2166667,7/18/1945,142.2166667,78 FS
USA,BURMA,SAGAING,21.88333333,95.98333333,2/5/1944,95.98333333,490 BS
USA,BISMARK ARCHIPELAGO,CAPE GLOUCESTER,-5.416666667,148.4166667,9/30/1943,148.4166667,319 BS
USA,BURMA,KALEWA,23.2,94.3,7/31/1944,94.3,434 BS
USA,PHILIPPINE ISLANDS,BATANGAS,13.75,121.0833333,3/18/1945,121.0833333,12 FS
USA,BURMA,PINBAW,25.08333333,96.66666667,8/22/1944,96.66666667,88 FS
USA,FORMOSA AND RYUKYU ISLANDS,MAKO,25.01666667,122,6/29/1945,122,65 BS
USA,PHILIPPINE ISLANDS,SASA,7.116666667,125.65,11/22/1944,125.65,319 BS
USA,NEW GUINEA,LANGGOER,-5.666666667,132.75,9/8/1944,132.75,530 BS
USA,PHILIPPINE ISLANDS,CAGAYAN,18.443056,121.810833,6/16/1945,121.810833,311 FS
USA,BORNEO,BORNEO,0.01,114.01,11/30/1944,114.01,307 BG
USA,BURMA,PYINDAW,25.28333333,96.81666667,2/11/1944,96.81666667,529 BS
USA,BISMARK ARCHIPELAGO,RABAUL,-4.2,152.2,5/15/1944,152.2,65 BS
USA,VOLCANO AND BONIN ISLANDS,IWO JIMA,24.78333333,141.3166667,1/22/1945,141.3166667,42 BS
USA,PHILIPPINE ISLANDS,SANTA,17.5,120.4166667,12/30/1944,120.4166667,17 BS
USA,MARIANAS ISLANDS,TALISAY,13.4,144.7166667,3/29/1945,144.7166667,89 S
USA,PALAU ISLANDS,YAP ISLAND,9.533333333,138.1333333,6/30/1944,138.1333333,868 BS
USA,BURMA,PYINYAUNG,20.81666667,96.4,4/3/1945,96.4,82 BS
USA,FORMOSA AND RYUKYU ISLANDS,SOBUN RIVER,23.16666667,120.1666667,5/10/1945,120.1666667,71 BS
USA,NEW GUINEA,WAKOE ISLAND,-1.916666667,139,5/11/1944,139,823 BS
USA,KURILE ISLANDS,KASHIWABARA,50.7,156.1333333,10/24/1944,156.1333333,404 BS
USA,FORMOSA AND RYUKYU ISLANDS,SHINCHIKU,24.8,120.9666667,5/15/1945,120.9666667,319 BS
USA,BURMA,MONG LONG,21.383333,97.35,3/4/1945,97.35,90 FS
USA,PHILIPPINE ISLANDS,BATANGAS,13.75,121.0833333,4/25/1945,121.0833333,80 FS
USA,CAROLINE ISLANDS,WOLEAI ISLAND,7.366666667,143.9166667,7/30/1944,143.9166667,72 BS
USA,BURMA,MANHKAM,23.85,97.7,12/27/1944,97.7,90 FS
USA,BURMA,NAWNGNGUN,21.28333333,98.53333333,2/13/1945,98.53333333,89 FS
USA,BISMARK ARCHIPELAGO,BORAM,-3.183333333,151.6166667,5/16/1943,151.6166667,69 FS
USA,PHILIPPINE ISLANDS,BALETE PASS,16.08333333,120.9166667,3/28/1945,120.9166667,80 FS
USA,LIBYA,TOBRUK,32.04,23.95,9/13/1942,23.95,1ST PROV GRP
USA,BISMARK ARCHIPELAGO,VUNAKANAU,-4.316666667,152.1833333,2/11/1944,152.1833333,70 BS
USA,MARSHALL ISLANDS,EMIDJ ISLAND,6,169.7333333,11/23/1943,169.7333333,98 BS
USA,PHILIPPINE ISLANDS,INFANTA,14.75,121.6666667,6/23/1945,121.6666667,35 FS
USA,JAPAN,OTA,36.3,139.3666667,8/7/1945,139.3666667,314 BW
USA,PHILIPPINE ISLANDS,MINDANAO,8,125,2/24/1945,125,866 BS
USA,NEW GUINEA,ERIMA,-5.416666667,145.75,2/28/1944,145.75,386 S
USA,PHILIPPINE ISLANDS,GATTARAN,18.08333333,121.6666667,4/26/1945,121.6666667,41 FS
USA,PHILIPPINE ISLANDS,NORZAGARAY,14.91666667,121.0833333,4/18/1945,121.0833333,674 S
USA,"""PAPUA NEW GUINEA"," MANUS ISLAND""","""MANUS ISLAND AREA : CONVOY: 4 DD", 1 CRUISER," 2 TRANSPORTS""",-2.271439,147.306406,12/19/1942,147.306406,90 BG
USA,PHILIPPINE ISLANDS,LAHUG,10.41666667,124.0333333,11/14/1944,124.0333333,405 BS
USA,NEW GUINEA,POTSOAM HARBOR,-4.25,145,5/15/1944,145,340 FS
USA,MARCUS ISLANDS,MARCUS ISLAND,24.2,153.75,5/2/1945,153.75,864 BS
USA,PHILIPPINE ISLANDS,GARIT NORTE,16.66666667,121.6666667,5/22/1945,121.6666667,7 FS
NEW ZEALAND,BISMARK ARCHIPELAGO,LAKUNAI,-4.233333333,152.2166667,5/3/1944,152.2166667,NO. 16 SQUADRON RNZAF
USA,VOLCANO AND BONIN ISLANDS,CHICHI JIMA,27.06666667,142.2166667,5/29/1945,142.2166667,462 FS
USA,PHILIPPINE ISLANDS,ECHAGUE,16.75,121.6666667,2/6/1945,121.6666667,823 BS
USA,PHILIPPINE ISLANDS,BALETE PASS,16.08333333,120.9166667,5/22/1945,120.9166667,8 S
USA,BURMA,MYITKYINA,25.38333333,97.4,6/9/1944,97.4,88 FS
USA,PALAU ISLANDS,ARAKABESAN ISLA,7.35,134.45,5/11/1945,134.45,865 BS
USA,CHINA,HONG KONG,22.2,114.2,4/9/1945,114.2,373 BS
USA,NEW GUINEA,MADANG,-5.25,145.8333333,7/27/1943,145.8333333,13 BS
USA,PHILIPPINE ISLANDS,CORREGIDOR,14.41666667,120.5833333,1/25/1945,120.5833333,865 BS
USA,BISMARK ARCHIPELAGO,RAPOPO,-4.333333333,152.35,2/14/1944,152.35,370 BS
USA,BURMA,MAWLU,24.46666667,96.18333333,4/13/1944,96.18333333,10 BC
USA,NEW GUINEA,WEWAK,-3.583333333,143.6666667,4/5/1944,143.6666667,8 FS
USA,CELEBES ISLANDS,CERAM ISLAND,-3.25,129.5,10/3/1944,129.5,405 BS
USA,CELEBES ISLANDS,ALMAHERA,1,128,11/13/1944,128,82 FS
USA,NEW GUINEA,SANANANDA POINT,-8.635757,148.368853,11/21/1942,148.368853,3 BG
USA,PALAU ISLANDS,PELELIU ISLAND,7,134.2333333,6/10/1944,134.2333333,400 BS
USA,FORMOSA AND RYUKYU ISLANDS,KIIRIN,25.13333333,121.7333333,6/2/1945,121.7333333,408 BS
USA,BISMARK ARCHIPELAGO,CAPE GLOUCESTER,-5.416666667,148.4166667,8/13/1943,148.4166667,529 BS
USA,CELEBES ISLANDS,MANIANG,-4.2,121.4666667,11/22/1944,121.4666667,529 BS
USA,NEW GUINEA,HOLLANDIA,-2.5,140.75,3/29/1944,140.75,63 BS
USA,PHILIPPINE ISLANDS,DALIAO,7,125.5,11/4/1944,125.5,501 BS
USA,PHILIPPINE ISLANDS,PIGGATAN,18,121.6666667,6/15/1945,121.6666667,675 S
USA,PALAU ISLANDS,YAP,9.516666667,138.1333333,7/14/1944,138.1333333,394 BS
USA,BORNEO,BALIK PAPAN,-1.25,116.8333333,1/8/1945,116.8333333,529 BS
USA,BISMARK ARCHIPELAGO,ARAWE: 1800 T TRANSPORT SUNK /GASMATA 5 BOMBS ON A/D,-6.166438,149.03341,12/24/1942,149.03341,90 BG
USA,MARSHALL ISLANDS,MILLI ISLAND,9.083333333,171.7333333,3/1/1944,171.7333333,45 FS
USA,CHINA,KUKONG,24.8,113.583333,7/20/1945,113.583333,26 FS
USA,CHINA,PEIKING,39.93333333,126.4,4/26/1945,126.4,92 FS
USA,NEW GUINEA,YAKAMUL,-3.25,142.75,6/29/1944,142.75,388 BG
USA,CHINA,RAKLI BAY,19.13333333,108.7166667,4/14/1945,108.7166667,373 BS
USA,NEW GUINEA,DAGUA,-3.416666667,143.3333333,8/17/1943,143.3333333,63 BS
USA,PHILIPPINE ISLANDS,BALETE PASS,16.08333333,120.9166667,4/27/1945,120.9166667,311 FS
USA,SOLOMON ISLANDS,SOHANO ISLAND,-5.533333333,154.7166667,1/3/1944,154.7166667,72 BS
USA,NEW GUINEA,WAKDE ISLAND,-1.916666667,139,5/15/1944,139,71 BS
USA,CELEBES ISLANDS,ALMAHERA,1,128,6/10/1944,128,63 BS
USA,VOLCANO AND BONIN ISLANDS,IWO JIMA,24.78333333,141.3166667,11/5/1944,141.3166667,431 BS
USA,NEW GUINEA,NABIRE,-3.333333333,135.5,8/2/1944,135.5,389 S
USA,BISMARK ARCHIPELAGO,VUNAPOPE,-4.333333333,152.3333333,3/13/1944,152.3333333,13 C
USA,BISMARK ARCHIPELAGO,KAVIENG,-2.583333333,150.8333333,12/10/1943,150.8333333,320 BS
USA,FORMOSA AND RYUKYU ISLANDS,25 01 N 121 1,25.01666667,121.25,4/8/1945,121.25,65 BS
USA,BURMA,INDAW,24.21666667,96.15,4/23/1944,96.15,10 BC
USA,PHILIPPINE ISLANDS,CORREGIDOR,14.41666667,120.5833333,2/5/1945,120.5833333,320 BS
USA,MARSHALL ISLANDS,JALUIT ATOLL,6.05,169.5666667,7/28/1944,169.5666667,820 BS
USA,VOLCANO AND BONIN ISLANDS,IWO JIMA,24.78333333,141.3166667,2/13/1945,141.3166667,819 BS
USA,JAPAN,NUMAZU,35.1,138.8666667,4/11/1945,138.8666667,888
USA,CAROLINE ISLANDS,ETEN ISLAND,7.35,151.8833333,6/7/1944,151.8833333,31 BS
USA,BISMARK ARCHIPELAGO,BISMARCK,-4,149,3/16/1943,149,64 BS
USA,MARSHALL ISLANDS,MARSHALL ISLAND,10,165,2/17/1944,165,392 BS
USA,CELEBES ISLANDS,NAMLEA,-3.266666667,127.1,9/29/1944,127.1,390 BS
USA,NEW GUINEA,KAIRIRU,-3.333333333,143.5833333,3/27/1944,143.5833333,33 BS
USA,NEW GUINEA,"""KOKODA PASS"," AOLA AREA""",-8.966666667,147.8,9/2/1942,147.8,35 FG
USA,CHINA,CHINSIEN,23.798889,109.5325,6/6/1945,109.5325,529 FS
USA,KURILE ISLANDS,KURILE ISLANDS,47,150,4/10/1944,150,404 BS
USA,PHILIPPINE ISLANDS,CORREGIDOR,14.41666667,120.5833333,2/4/1945,120.5833333,64 BS
USA,JAPAN,KAWARAGO,33.96666667,135.3666667,7/28/1945,135.3666667,315 BW
USA,NEW GUINEA,TADJMI,-3.166666667,142.4166667,4/15/1944,142.4166667,822 BS
USA,BORNEO,LUTONG,4.483333333,114,2/7/1945,114,5 BG
USA,BISMARK ARCHIPELAGO,RABAUL,-4.2,152.2,2/29/1944,152.2,1 FC
USA,CELEBES ISLANDS,LAHA,-3.7,128.1333333,9/21/1944,128.1333333,528 BS
USA,JAPAN,TOKYO,35.65,139.7666667,11/29/1944,139.7666667,497 BG
USA,MARSHALL ISLANDS,MILLI ISLAND,6.083333333,171.7333333,1/3/1944,171.7333333,531 S
USA,NEW GUINEA,HOLLANDIA,-2.5,140.75,4/16/1944,140.75,17 BS
USA,BURMA,PROME,18.81666667,95.21666667,8/18/1943,95.21666667,493 BS
NEW ZEALAND,NEW IRELAND,KAVIENG,-2.583333333,150.8333333,3/28/1945,150.8333333,NO. 23 SQUADRON RNZAF
USA,CHINA,TUNGANHSIEN,26.18333333,111.25,9/8/1944,111.25,76 FS
USA,NEW GUINEA,WOM,-3.5,143.5833333,8/23/1944,143.5833333,673 S
USA,CELEBES ISLANDS,NAMLEA,-3.266666667,127.1,9/27/1944,127.1,69 BS
USA,PHILIPPINE ISLANDS,CEBU,10.321389,123.754722,11/1/1944,123.754722,319 BS
USA,PHILIPPINE ISLANDS,CABALLO,14.33333333,120.5833333,2/8/1945,120.5833333,311 FS
USA,BURMA,HSIPAW,22.61666667,97.3,12/11/1944,97.3,60 FS
USA,BISMARK ARCHIPELAGO,BORAM,-3.183333333,151.6166667,5/18/1943,151.6166667,360 BG
USA,NEW GUINEA,BUT,-3.416666667,143.25,3/20/1945,143.25,360 G
USA,BURMA,SUMPRABUM,26.58333333,97.58333333,3/18/1943,97.58333333,25 FS
USA,NEW GUINEA,TADJI,-3.166666667,142.4166667,3/20/1944,142.4166667,19 BS
USA,FORMOSA AND RYUKYU ISLANDS,AMAMI O SHIMA,28.4,129.5,7/22/1945,129.5,342 FS
USA,BISMARK ARCHIPELAGO,RAPOPO,-4.333333333,152.35,3/10/1944,152.35,370 BS
USA,JAPAN,UJIYAMADA,34.5,136.7,2/14/1945,136.7,500 BG
USA,ITALY,SANTA ELIA,41.53,13.88,11/19/1943,13.88,86 FBG
USA,PHILIPPINE ISLANDS,MT MANOALAGAN,10.66666667,123.25,4/27/1945,123.25,5 BG
USA,CHINA,LIUCHOW,24.3,109.2666667,5/16/1945,109.2666667,491 BS
NEW ZEALAND,BISMARK ARCHIPELAGO,VUNAKANAU,-4.316666667,152.1833333,4/28/1944,152.1833333,NO. 17 SQUADRON RNZAF
USA,JAPAN,MARUSHIMA,32.2,130.4,7/31/1945,130.4,500 BS
USA,NEW GUINEA,HANSA BAY,-4.166666667,144.9166667,4/22/1944,144.9166667,65 BS
USA,NEW GUINEA,BUT,-3.416666667,143.25,4/24/1944,143.25,321 BS
