COUNTRY_FLYING_MISSION,TGT_COUNTRY,TGT_LOCATION,LATITUDE,MSNDATE,TGT_TYPE,TGT_INDUSTRY
USA,CHINA,YANGTIEN,34.18333333,113.2166667,8/27/1944,113.2166667,74 FS
USA,PHILIPPINE ISLANDS,ECHAGUE,16.75,121.6666667,2/26/1945,121.6666667,387 S
USA,PHILIPPINE ISLANDS,MARIVELES,14.41666667,120.5,2/9/1945,120.5,674 S
USA,MARSHALL ISLANDS,WOTJE ISLAND,9.5,170,3/16/1944,170,820 BS
GREAT BRITAIN,BURMA,MOULMEIN,16.491389,97.625556,5/7/1944,97.625556,159/355
USA,ITALY,ROME,41.9,12.47,6/2/1944,12.47,86 FBG
USA,CHINA,TUNGPU,31.6167,98.3333,4/19/1945,98.3333,490 D
USA,BISMARK ARCHIPELAGO,RALUM,-4.316666667,152.2333333,3/17/1944,152.2333333,13 C
USA,NEW GUINEA,IVO GONA,-7.8,148.0333333,7/21/1942,148.0333333,3 BG
USA,PHILIPPINE ISLANDS,BAMBAN,15.25,120.5833333,1/3/1945,120.5833333,408 BS
USA,FRENCH INDO CHINA,PHULANG THUONG,21.26666667,106.2666667,7/4/1944,106.2666667,26 FS
USA,NEW GUINEA,HANSA BAY,-4.166666667,144.9166667,4/24/1944,144.9166667,89 S
USA,BURMA,MOGAUNG,25.3,96.93333333,6/10/1944,96.93333333,20 FS
USA,BISMARK ARCHIPELAGO,REIN BAY,-5.566666667,149.2,10/14/1944,149.2,64 BS
GREAT BRITAIN,BURMA,BILIN RIVER AREA MT,17.217,97.233,3/3/1942,97.233,NO. 225 GROUP
USA,FORMOSA AND RYUKYU ISLANDS,FORMOSA STRAITS,25,120,7/19/1945,120,63 BS
GREAT BRITAIN,SUDAN,KASSALA,15.45,36.4,9/18/1940,36.4,47 SQDN
USA,BORNEO,JESSELTON,5.983333333,116.0666667,3/16/1945,116.0666667,72 BS
USA,BORNEO,SANGGA,0.3,109.1,1/28/1945,109.1,868 BS
USA,CAROLINE ISLANDS,SOROL ISLAND,8.133333333,140.4,7/15/1944,140.4,371 BS
USA,BURMA,MEIKTILA,20.91666667,95.83333333,3/19/1945,95.83333333,6 FS
USA,SOLOMON ISLANDS,SAMEI,-6.75,155.8666667,6/9/1944,155.8666667,68 FS
USA,NEW GUINEA,SINGARIN,-3.933333333,144.45,6/7/1944,144.45,310 FS
USA,NEW GUINEA,SARMI,-1.833333333,138.75,6/11/1945,138.75,360 BG
USA,NEW GUINEA,POTSOAM HARBOR,-4.25,145,5/7/1944,145,341 FS
USA,FORMOSA AND RYUKYU ISLANDS,KOSHUN,22,120.7333333,2/19/1945,120.7333333,320 BS
USA,CHINA,HONG KONG,22.2,114.2,7/29/1943,114.2,375 BS
USA,FORMOSA AND RYUKYU ISLANDS,ZENDAIHO,23.26666667,120.4333333,6/30/1945,120.4333333,547 FS
USA,PHILIPPINE ISLANDS,QUINALAPAZA,16.48333333,121.75,8/13/1945,121.75,42 BG
USA,NEW GUINEA,DAUMONIA,-5.716666667,145.5166667,12/13/1943,145.5166667,8 S
USA,CHINA,PUKOW,32.16666667,118.7333333,5/19/1945,118.7333333,63 BS
USA,CELEBES ISLANDS,AMBON,-3.700432,128.17547,10/8/1944,128.17547,70 BS
USA,CHINA,TENGYUN,23.18333333,110.9166667,9/27/1944,110.9166667,26 FS
USA,NEW GUINEA,WEWAK,-3.583333333,143.6666667,4/7/1944,143.6666667,8 FS
USA,NEW GUINEA,SANANANDA ROADS,-8.666666667,148.4166667,11/24/1942,148.4166667,90 BS
USA,PHILIPPINE ISLANDS,MANGO RIVER,13.5,122.0833333,4/15/1945,122.0833333,342 FS
USA,BURMA,HOSI,23.66666667,97.83333333,1/26/1945,97.83333333,89 FS
USA,FORMOSA AND RYUKYU ISLANDS,TAIHOKU,25.03333333,121.5,5/31/1945,121.5,33 BS
USA,CELEBES ISLANDS,WEDA BAY,0.083333333,128.0833333,8/11/1944,128.0833333,674 BS
USA,MARIANAS ISLANDS,PAGAN ISLAND,18.13333333,145.7833333,1/18/1945,145.7833333,392 BS
USA,ITALY,VILLACIDRO,39.48,8.75,6/28/1943,8.75,27 FBG
USA,PHILIPPINE ISLANDS,CALDERA POINT,6.916666667,121.9166667,2/28/1945,121.9166667,19 BS
USA,BISMARK ARCHIPELAGO,GASMATA,-6.333333333,150.3333333,12/4/1943,150.3333333,321 BS
USA,BISMARK ARCHIPELAGO,NORDUP,-4.2,152.2166667,5/29/1944,152.2166667,100 BS
USA,BURMA,MAHLAINGGON,23.4,96.56666667,1/18/1945,96.56666667,90 FS
USA,PHILIPPINE ISLANDS,TRINIDAD,16.5,120.5833333,2/25/1945,120.5833333,40 FS
USA,CHINA,HONG KONG,22.2,114.2,12/14/1944,114.2,110 FS
USA,CHINA,LINGLING,26.25,111.5333333,9/9/1944,111.5333333,418 FS
USA,PHILIPPINE ISLANDS,MARIVELES,14.41666667,120.5,1/27/1945,120.5,498 BS
USA,PHILIPPINE ISLANDS,LIBBY,7.05,125.5333333,11/4/1944,125.5333333,500 BS
USA,BURMA,HOMALIN,24.86666667,94.91666667,5/9/1944,94.91666667,10 FC
USA,CHINA,HSINSIASSUCHI,26,117,6/29/1945,117,91 FS
USA,JAPAN,NAGOYA,35.13333333,136.9166667,5/13/1945,136.9166667,313 BW
USA,BURMA,PANGHKAM,22.66666667,97.41666667,8/3/1944,97.41666667,529 FS
USA,NEW GUINEA,MUSHU ISLAND,-3.416666667,143.5833333,7/4/1944,143.5833333,110 FS
USA,PHILIPPINE ISLANDS,SANTA FE,11.166667,123.783333,5/27/1945,123.783333,3 FS
USA,PHILIPPINE ISLANDS,SASA,7.116666667,125.65,12/13/1944,125.65,319 BS
USA,BURMA,MAHAZEDI,17.33333333,96.45,4/13/1945,96.45,1 FS
USA,PHILIPPINE ISLANDS,SASA,7.116666667,126.65,2/21/1945,126.65,865 BS
USA,PHILIPPINE ISLANDS,BAGGAO,18.25,121.75,1/23/1945,121.75,4 FS
USA,FORMOSA AND RYUKYU ISLANDS,TOSHIEN,23.76666667,120.65,5/11/1945,120.65,408 BS
USA,BURMA,MYITNGE,21.85,96.06666667,3/8/1943,96.06666667,491 BS
USA,FORMOSA AND RYUKYU ISLANDS,SHOKA,24.08333333,120.5333333,6/19/1945,120.5333333,71 BS
USA,PHILIPPINE ISLANDS,VERDE ISLAND,13.58333333,121.0833333,2/28/1945,121.0833333,4 FS
USA,BISMARK ARCHIPELAGO,RABAUL,-4.2,152.2,5/27/1944,152.2,403 BS
GREAT BRITAIN,THAILAND OR SIAM,RAHENG AIRFIELD,16.8697,99.129,1/23/1942,99.129,NO. 62/34 SQ
USA,PHILIPPINE ISLANDS,ILAGAN,17.16666667,121.9166667,5/10/1945,121.9166667,388 S
USA,JAPAN,CHIRAN,31.35,130.4333333,7/1/1945,130.4333333,47 BS
USA,JAPAN,HAMAMATSU,34.73333333,137.7333333,6/25/1945,137.7333333,314 BW
USA,MARCUS ISLANDS,MARCUS ISLAND,24.2,153.75,5/12/1945,153.75,98 BS
USA,BURMA,RANGOON,16.78333333,96.21666667,2/11/1945,96.21666667,462 BG
USA,CHINA,KWEIPING,23.4,110.0833333,4/2/1945,110.0833333,11 D
USA,PHILIPPINE ISLANDS,16 08 N 120 5,16.13333333,120.8333333,5/2/1945,120.8333333,40 FS
USA,BISMARK ARCHIPELAGO,RAPOPO,-4.333333333,152.35,9/4/1944,152.35,400 BS
USA,BURMA,KUNLONG,23.33333333,98.66666667,10/10/1944,98.66666667,22 BS
USA,TUNISIA,ZAGHOUAN TK 0912,36.4,10.15,5/4/1943,10.15,12 BG
USA,SOLOMON ISLANDS,TSIMBA,-5.65,154.7333333,5/19/1944,154.7333333,13 C
USA,NEW GUINEA,WEWAK,-3.583333333,143.6666667,4/28/1944,143.6666667,674 S
USA,JAPAN,MIYAKONOJO,31.73333333,131.0666667,8/6/1945,131.0666667,21 FS
USA,PHILIPPINE ISLANDS,SAN FERNANDO,16.633333,120.3,3/9/1945,120.3,387 S
USA,BURMA,WANLING,21.01666667,98.06666667,11/18/1944,98.06666667,22 BS
USA,CELEBES ISLANDS,HAROEKOE,-3.6,128.425082,2/15/1944,128.425082,529 BS
USA,JAPAN,SHIMIZU,35,138.5,4/23/1945,138.5,73 BW
USA,FORMOSA AND RYUKYU ISLANDS,HEITO,22.66666667,120.4833333,1/29/1945,120.4833333,320 BS
USA,CELEBES ISLANDS,AMBESIA,0.516666667,120.6,10/5/1944,120.6,19 BS
USA,NEW GUINEA,WEWAK,-3.583333333,143.6666667,2/26/1944,143.6666667,320 BS
USA,CHINA,HULUEHCHEN,34.75,110.8333333,5/30/1945,110.8333333,91 FS
USA,PHILIPPINE ISLANDS,BAGGAO,18.25,121.75,6/3/1945,121.75,499 BS
GREAT BRITAIN,BURMA,PROME,18.81666667,95.21666667,4/12/1944,95.21666667,355
USA,NEW GUINEA,BOGADJIM,-5.416666667,145.75,12/4/1943,145.75,33 BS
USA,NEW GUINEA,MANOKWARI,-0.833333333,134.0833333,7/21/1944,134.0833333,498 BS
USA,SOLOMON ISLANDS,ROTA,-6.416666667,155.3333333,8/8/1944,155.3333333,333 FS
USA,BORNEO,BALIK PAPAN,-1.25,116.8333333,1/30/1945,116.8333333,868 BS
USA,NEW GUINEA,JEFMAN,-0.933333333,131.1166667,4/28/1944,131.1166667,530 BS
USA,BURMA,KEHSI MANSAM,21.93333333,97.83333333,4/16/1945,97.83333333,88 FS
USA,PHILIPPINE ISLANDS,DALIAO,7,125.5,1/20/1945,125.5,65 BS
USA,ALEUTIAN ISLANDS,KISKA ISLAND,52,177.5,8/10/1943,177.5,77 BS
USA,BURMA,MAYMYO,22.03333333,96.46666667,9/16/1943,96.46666667,22 BS
USA,PHILIPPINE ISLANDS,TIGUEGARAO,17.66666667,121.75,6/24/1945,121.75,35 FS
USA,PHILIPPINE ISLANDS,NEGRITOS,10.73333333,123.1833333,4/6/1945,123.1833333,8 S
USA,BURMA,HPAPAN,24.38333333,96.18333333,10/17/1944,96.18333333,88 FS
USA,BURMA,NAMHU TAU,23.26666667,97.95,2/15/1945,97.95,58 FS
USA,CHINA,PUCHOU,34.86666667,110.1166667,6/29/1945,110.1166667,529 FS
USA,PHILIPPINE ISLANDS,MT MALEPUNYO,14,121.25,4/24/1945,121.25,44 FS
USA,CELEBES ISLANDS,LAHA,-3.7,128.1333333,10/2/1944,128.1333333,19 BS
USA,PHILIPPINE ISLANDS,PUERTA PRINCESA,9.75,118.75,1/15/1945,118.75,386 S
USA,PHILIPPINE ISLANDS,BALETE PASS,16.08333333,120.9166667,5/11/1945,120.9166667,432 FS
USA,PHILIPPINE ISLANDS,CAVITE,14.5,120.9166667,1/26/1945,120.9166667,5 BG
USA,PHILIPPINE ISLANDS,PUERTA PRINCESA,9.75,118.75,2/26/1945,118.75,675 S
USA,MARCUS ISLANDS,MARCUS ISLAND,24.2,153.75,4/6/1945,153.75,42 BS
USA,KURILE ISLANDS,KATAOKA,50.71666667,156.1833333,1/20/1945,156.1833333,404 BS
USA,BISMARK ARCHIPELAGO,LAE,-6.75,147,12/22/1943,147,63 BS
USA,PHILIPPINE ISLANDS,FORT DRUM,14.33333333,120.6666667,4/14/1945,120.6666667,35 FS
USA,PHILIPPINE ISLANDS,ALCALA,17.91666667,121.6666667,6/11/1945,121.6666667,388 S
USA,NEW GUINEA,HANSA BAY,-4.166666667,144.9166667,4/11/1944,144.9166667,319 BS
USA,FORMOSA AND RYUKYU ISLANDS,SHOKA,24.08333333,120.5333333,5/5/1945,120.5333333,71 BS
USA,BORNEO,TARAKAN ISLAND,3.416666667,117.5833333,5/1/1945,117.5833333,42 BG
USA,PHILIPPINE ISLANDS,CABCABEN,14.5,120.5833333,2/11/1945,120.5833333,341 FS
USA,BURMA,MYITKYINA,25.38333333,97.4,6/22/1944,97.4,88 FS
USA,CHINA,NEIKIU,37.28333333,114.5166667,8/4/1945,114.5166667,528 FS
USA,BISMARK ARCHIPELAGO,KAVIENG,-2.583333333,150.8333333,12/15/1943,150.8333333,403 BG
USA,PHILIPPINE ISLANDS,KIBAWE,7.583333333,125,7/19/1945,125,12 FS
USA,CELEBES ISLANDS,LOLOBATA,1.25,128.1166667,8/24/1944,128.1166667,400 BS
USA,MARSHALL ISLANDS,MILLI ISLAND,6.083333333,171.7333333,1/31/1944,171.7333333,46 FS
USA,VOLCANO AND BONIN ISLANDS,IWO JIMA,24.78333333,141.3166667,10/25/1944,141.3166667,27 BS
USA,NEW GUINEA,MANOKWARI,-0.833333333,134.0833333,8/6/1944,134.0833333,82 FS
USA,PHILIPPINE ISLANDS,17 54 N 121 5,17.9,121.9833333,6/23/1945,121.9833333,40 FS
USA,NEW GUINEA,AMO RIVER,-0.75,127.3,2/11/1945,127.3,310 FS
USA,PHILIPPINE ISLANDS,SANTIAGO,16.399722,119.938611,6/7/1945,119.938611,310 FS
USA,PHILIPPINE ISLANDS,BAMBANG,14.1237,121.4153,6/6/1945,121.4153,39 FS
USA,CHINA,MANGSHIH,24.45,98.58333333,9/4/1944,98.58333333,25 FS
USA,KURILE ISLANDS,KATAOKA,50.71666667,156.1833333,8/12/1945,156.1833333,404 BS
USA,CELEBES ISLANDS,TIWORO,-1.866666667,121.7333333,12/12/1944,121.7333333,528 BS
USA,FORMOSA AND RYUKYU ISLANDS,TAKAO,22.63333333,120.2833333,3/1/1945,120.2833333,321 BS
USA,FORMOSA AND RYUKYU ISLANDS,MATSUYAMA,25.05,121.5666667,5/6/1945,121.5666667,320 BS
USA,CELEBES ISLANDS,OJAILOLO,1.116666667,127.4666667,10/17/1944,127.4666667,35 FS
USA,CELEBES ISLANDS,MANADO,1.5,124.8333333,2/5/1945,124.8333333,307 BG
USA,PHILIPPINE ISLANDS,BUAYAN,6.1,125.25,10/24/1944,125.25,64 BS
USA,BURMA,MOGAUNG,25.3,96.93333333,2/8/1944,96.93333333,528 S
USA,PHILIPPINE ISLANDS,NEGROS ISLAND,10,123,5/25/1945,123,44 FS
USA,MARIANAS ISLANDS,TALISAY,13.4,144.7166667,1/16/1945,144.7166667,867 BS
USA,PHILIPPINE ISLANDS,BAYABAS,15.83333333,121.5,4/20/1945,121.5,8 FS
USA,NEW GUINEA,HANSA BAY,-4.166666667,144.9166667,5/14/1944,144.9166667,672 S
USA,BURMA,CHAUK,20.9,98.81666667,3/15/1944,98.81666667,459 FS
USA,JAPAN,KUSHIKINO,31.7,130.2666667,8/9/1945,130.2666667,13 S
USA,BISMARK ARCHIPELAGO,KAVIENG,-2.583333333,150.8333333,1/16/1944,150.8333333,868 BS
USA,PHILIPPINE ISLANDS,TUGUEGARAO,17.66666667,121.75,6/22/1945,121.75,431 FS
USA,BURMA,GOKTEIK VIADUCT,22.343056,96.859722,3/15/1943,96.859722,IATF (491 BS)
USA,PALAU ISLANDS,YAP ISLAND,9.533333333,138.1333333,7/19/1944,138.1333333,23 BS
USA,JAPAN,NAGOYA,35.18333333,136.95,1/13/1945,136.95,500 BG
USA,BURMA,RANGOON,16.78333333,96.21666667,3/22/1945,96.21666667,40 BG
USA,SOLOMON ISLANDS,KAHILI,-6.8,155.7833333,10/26/1943,155.7833333,390 BS
USA,CAROLINE ISLANDS,TRUK ISLAND,7.5,151.8333333,10/17/1944,151.8333333,98 BS
USA,SOLOMON ISLANDS,ORRO,-0.533333333,166.9,7/6/1944,166.9,48 BS
USA,BURMA,NEW LASHIO,22.935896,97.749801,9/7/1944,97.749801,118 FS
USA,BISMARK ARCHIPELAGO,LAKUNAI,-4.233333333,152.2166667,5/14/1944,152.2166667,13 BC
USA,MALAY STATES,SINGAPORE,1.266666667,103.8166667,3/2/1945,103.8166667,462 BG
USA,CHINA,CHANESHA,26.93333333,113.5333333,8/16/1944,113.5333333,74 FS
USA,NEW GUINEA,ASIMI,-0.833333333,133.3333333,8/10/1943,133.3333333,319 BS
USA,BURMA,INSEIN,16.88333333,96.1,11/27/1943,96.1,492 BS
USA,MARSHALL ISLANDS,JALUIT ATOLL,6.05,169.5666667,1/26/1944,169.5666667,820 BS
USA,JAPAN,BERPU BAY,33.26666667,131.5166667,8/9/1945,131.5166667,405 BS
USA,NEW GUINEA,BABIANG,-3.3,142.8166667,5/17/1944,142.8166667,89 S
USA,SOLOMON ISLANDS,BOUGAINVILLE,-6.2,155.25,3/5/1944,155.25,13 BC
USA,FRENCH INDO CHINA,VAN GIA,12.7,109.2,5/13/1945,109.2,400 BS
USA,SOLOMON ISLANDS,YELLOW BEACH,-9.1,159.1833333,12/24/1943,159.1833333,321 BS
USA,PHILIPPINE ISLANDS,DALIAO,7,125.5,11/28/1944,125.5,321 BS
USA,PHILIPPINE ISLANDS,LEGASPI,13.16666667,123.75,1/12/1945,123.75,865 BS
USA,KOREA OR CHOSEN MINING,GENZAN,39.16666667,127.4333333,7/15/1945,127.4333333,6 BG
USA,CHINA,SAMSHUI,23.83333333,112.8166667,9/28/1944,112.8166667,373 BS
USA,NEW GUINEA,YAKAMUL,-3.25,142.75,6/15/1944,142.75,71 BS
USA,JAVA,WAINGAPOE,-9.633333333,120.2833333,12/3/1943,120.2833333,528 BS
USA,BISMARK ARCHIPELAGO,NEW BRITAIN,-6,151,3/8/1944,151,400 BS
USA,BURMA,MANDALAY,21.977222,96.085833,12/22/1942,96.085833,IATF (341 BG)
USA,ITALY,ITRI,41.28,13.53,1/25/1944,13.53,27 FBG/86 FBG
USA,NEW GUINEA,CAPE GIRGIR,-3.833333333,144.5833333,5/12/1944,144.5833333,421 FS
USA,NEW GUINEA,WAKDE ISLAND,-1.916666667,139,5/15/1944,139,823 BS
USA,JAPAN,SHIMIZU,31.4,130.4333333,4/21/1945,130.4333333,73 BW
USA,NEW GUINEA,SAWAR,-1.916666667,138.75,5/31/1944,138.75,17 BS
USA,PHILIPPINE ISLANDS,CURAG,16.91666667,121.5833333,6/7/1945,121.5833333,9 FS
USA,PHILIPPINE ISLANDS,MANKAYAN,16.83333333,120.8333333,6/12/1945,120.8333333,7 FS
USA,BURMA,SHADUZUP,25.91666667,96.66666667,3/16/1944,96.66666667,90 FS
USA,BURMA,LEYWA,18.68333333,95.05,5/16/1945,95.05,434 BS
USA,WAKE ISLAND,WAKE ISLAND,19.28333333,166.5833333,12/22/1942,166.5833333,371 BS
USA,NEW GUINEA,MADANG AREA - DESTROYER,-5.208836,145.788189,12/14/1942,145.788189,43 BG
USA,CELEBES ISLANDS,PALOPO,-3,120.25,10/27/1944,120.25,531 BS
USA,BURMA,AYIN WA,19.66666667,96.11666667,4/5/1945,96.11666667,5 FS
USA,NEW GUINEA,HOLLANDIA,-2.5,140.75,4/3/1944,140.75,498 BS
USA,CHINA,PALUCHI,29.53333333,113.2,7/13/1944,113.2,425 BS
USA,CELEBES ISLANDS,NAMLEA,-3.266666667,127.1,9/10/1944,127.1,339 FS
USA,NEW GUINEA,TIMOEKA,-4.7833,136.533,6/2/1944,136.533,823 BS
USA,NEW GUINEA,WOM,-3.5,143.5833333,1/20/1945,143.5833333,360 BG
USA,NEW GUINEA,WEWAK,-3.583333333,143.6666667,6/22/1944,143.6666667,69 FS
USA,JAPAN,SHIMODA,34.66666667,138.9666667,5/28/1945,138.9666667,314 BW
GREAT BRITAIN,LIBYA,EL ADEM,31.91,23.91,4/17/1941,23.91,37/38/70/146 SQDN
USA,PHILIPPINE ISLANDS,OSBOY,14.83333333,121.0833333,5/6/1945,121.0833333,388 S
USA,JAVA,FUILORO,-8.433333333,127.0166667,12/18/1944,127.0166667,511 BS
USA,PHILIPPINE ISLANDS,PADADA,6.666666667,125.3333333,11/17/1944,125.3333333,408 BS
USA,CAROLINE ISLANDS,PARAM ISLAND,7.366666667,151.8,3/29/1944,151.8,27 BS
USA,NEW GUINEA,KAIRIRU,-3.333333333,143.5833333,6/7/1944,143.5833333,310 FS
USA,NEW GUINEA,SALAMAUA,-7.016666667,147.1166667,6/26/1943,147.1166667,90 BS
USA,BURMA,HOPIN,24.98333333,96.53333333,5/10/1944,96.53333333,12 BC
USA,BISMARK ARCHIPELAGO,KWALAKESSI,-5.5,150.4166667,12/18/1943,150.4166667,35 FS
USA,CHINA,CANTON,23.18333333,113.2333333,5/10/1945,113.2333333,529 BS
USA,NEW GUINEA,JEFMAN,-0.933333333,131.1166667,7/15/1944,131.1166667,321 BS
USA,CHINA,HONG KONG,22.2,114.2,12/24/1944,114.2,110 FS
USA,CHINA,YOCHOW,29.38333333,113.15,1/18/1945,113.15,76 D
USA,SOLOMON ISLANDS,ROTA,-6.416666667,155.3333333,6/30/1944,155.3333333,19 FS
USA,BURMA,MOHNYIN,24.78333333,96.36666667,8/7/1944,96.36666667,90 FS
USA,NEW GUINEA,DRIMBOL PLANTAT,-3.283333333,142.7333333,6/13/1944,142.7333333,310 FS
USA,CELEBES ISLANDS,AMAHAI,-3.35,128.926743,10/13/1944,128.926743,692 S
USA,NEW GUINEA,BUT,-3.416666667,143.25,2/4/1944,143.25,65 BS
USA,NEW GUINEA,BUNA BUN,-4.583333333,145.5833333,4/20/1944,145.5833333,673 S
USA,CELEBES ISLANDS,LANGOAN,1.15,124.8166667,10/1/1944,124.8166667,403 BS
USA,PHILIPPINE ISLANDS,CERVANTES,17,120.75,6/2/1945,120.75,340 FS
USA,FRENCH INDO CHINA,HON GAY,21.15,107.0833333,2/26/1945,107.0833333,16 FS
USA,MARIANAS ISLANDS,PAGAN ISLAND,18.13333333,145.7833333,9/8/1944,145.7833333,27 BS
USA,VOLCANO AND BONIN ISLANDS,IWO JIMA,24.78333333,141.3166667,1/12/1945,141.3166667,392 BS
USA,TUNISIA,LG WEST OF MEDENINE AND BEN GARDANE,33.35,10.51,1/22/1943,10.51,12 BG
USA,CELEBES ISLANDS,LANGOAN,1.15,124.8166667,6/22/1945,124.8166667,307 BG
USA,NEW GUINEA,SANGAN,-4.25,144.9166667,5/18/1944,144.9166667,69 FS
USA,BURMA,MYITKYINA,25.38333333,97.4,5/18/1944,97.4,529 FS
USA,NEW GUINEA,LANGGOER,-5.666666667,132.75,4/3/1944,132.75,531 BS
USA,NEW GUINEA,NABIRE,-3.333333333,135.5,7/31/1944,135.5,387 S
USA,CHINA,KIYANG,27.08333333,118.0333333,9/10/1944,118.0333333,11 BS
USA,PHILIPPINE ISLANDS,TUGUEGARAO,17.66666667,121.75,5/14/1945,121.75,41 FS
USA,FORMOSA AND RYUKYU ISLANDS,RYUKYU SHO,22.35,120.3666667,7/4/1945,120.3666667,33 BS
USA,PHILIPPINE ISLANDS,SANTA MARIA,14.5,121.4166667,4/4/1945,121.4166667,460 FS
USA,NEW GUINEA,CAPE KARAKRA,-2.366666666,132.6666667,7/29/1944,132.6666667,500 BS
USA,FRENCH INDO CHINA,SAIGON,10.81666667,106.6833333,4/26/1945,106.6833333,530 BS
USA,CELEBES ISLANDS,LEMBEH ISLAND,1.433333333,125.2333333,9/20/1944,125.2333333,33 BS
USA,BURMA,MAN LI,22.1,97.53333333,4/18/1945,97.53333333,60 FS
USA,NEW GUINEA,NAMAARIWA,-5.966666667,147.4333333,1/4/1944,147.4333333,19 BS
USA,BISMARK ARCHIPELAGO,MANAGO BAY,-2.35,140.15,2/16/1944,140.15,8 BS
USA,NEW GUINEA,NAMBARIWA,-5.966666667,147.4333333,11/26/1943,147.4333333,408 BS
USA,BORNEO,LABUAN,5.333333333,115.2,2/25/1945,115.2,23 BS
USA,BISMARK ARCHIPELAGO,CAPE GLOUCESTER,-5.416666667,148.4166667,10/13/1943,148.4166667,319 BS
USA,NEW GUINEA,ERIMA,-5.416666667,145.75,1/3/1944,145.75,2 BS
USA,CELEBES ISLANDS,ENDE,-5.133333333,119.4,12/8/1944,119.4,530 BS
USA,FORMOSA AND RYUKYU ISLANDS,KARENKO,24.03333333,121.6166667,7/13/1945,121.6166667,8 S
USA,PHILIPPINE ISLANDS,CULLIT,18.05,121.6833333,6/18/1945,121.6833333,90 S
USA,BISMARK ARCHIPELAGO,GASMATA,-6.333333333,150.3333333,12/6/1943,150.3333333,90 BS
USA,PHILIPPINE ISLANDS,TERNATE,0.783333,127.366667,2/26/1945,127.366667,3 FS
USA,BISMARK ARCHIPELAGO,RAPOPO,-4.333333333,152.35,10/10/1944,152.35,320 BS
USA,CELEBES ISLANDS,AMBON,-3.700432,128.17547,8/29/1944,128.17547,2 BS
USA,BISMARK ARCHIPELAGO,DALVA BAY,-4.383333333,145.1666667,11/2/1943,145.1666667,340 FS
USA,BURMA,MONYWA,22.11666667,95.13333333,9/19/1943,95.13333333,490 BS
USA,JAPAN,SAGANOSEKI,34.23333333,131.8666667,6/21/1945,131.8666667,73 BW
USA,BURMA,MOHNYIN,24.78333333,96.36666667,4/16/1944,96.36666667,10 FC
USA,BISMARK ARCHIPELAGO,KAVIENG,-2.583333333,150.8333333,12/11/1943,150.8333333,71 BS
USA,BURMA,TATBUM,25.61666667,96.85,4/14/1944,96.85,528 S
USA,MARSHALL ISLANDS,MILLE ATOLL,6.166666667,171.9166667,2/25/1944,171.9166667,48 BS
USA,CAROLINE ISLANDS,WOLEAI ISLAND,7.366666667,143.9166667,4/24/1944,143.9166667,72 BS
NEW ZEALAND,BISMARK ARCHIPELAGO,TOBERA,-4.4,152.3166667,5/10/1944,152.3166667,NO. 17 SQUADRON RNZAF
USA,SOLOMON ISLANDS,VILA,-8.133333333,157.15,9/6/1943,157.15,31 BS
USA,JAPAN,NAGOYA,35.13333333,136.9,5/22/1945,136.9,888
USA,FRENCH INDO CHINA,HAQUAN,11.5,106.75,4/11/1945,106.75,25 FS
USA,FRENCH INDO CHINA,TONGKING GULF,20,107,2/16/1944,107,491 BS
USA,FORMOSA AND RYUKYU ISLANDS,KIIRIN,25.13333333,121.7333333,5/29/1945,121.7333333,400 BS
GREAT BRITAIN,YUGOSLAVIA,ROADS - PODGERICA TO KLOPAT,42.56,19.38,12/3/1944,19.38,205 GP
USA,NEW GUINEA,SAMATE,-1,131.0833333,9/3/1944,131.0833333,67 FS
USA,SOLOMON ISLANDS,BUKA,-5.416666667,154.7,5/5/1944,154.7,70 BS
USA,NEW GUINEA,NABIRE,-3.333333333,135.5,6/8/1944,135.5,530 BS
USA,BURMA,NABU,24.800153,97.058249,3/2/1945,97.058249,89 FS
USA,NEW GUINEA,SAURI,-3.583333333,143.5833333,6/5/1944,143.5833333,672 S
USA,NEW GUINEA,WEWAK,-3.583333333,143.6666667,6/5/1944,143.6666667,675 S
USA,NEW GUINEA,HANSA BAY,-4.166666667,144.9166667,1/25/1944,144.9166667,320 BS
USA,PALAU ISLANDS,YAP ISLAND,9.533333333,138.1333333,7/18/1944,138.1333333,23 BS
USA,BURMA,MANYWET,25.31666667,96.86666667,3/3/1944,96.86666667,529 BS
USA,PHILIPPINE ISLANDS,ANTIPOLO,14.583333,121.166667,6/11/1945,121.166667,387 S
USA,CHINA,KUKONG,24.8,113.583333,7/6/1945,113.583333,75 S
USA,BURMA,MYITKYINA,25.38333333,97.4,7/5/1944,97.4,528 S
USA,FORMOSA AND RYUKYU ISLANDS,HOZAN,22.63333333,120.3666667,6/3/1945,120.3666667,528 BS
USA,BURMA,KANBALU,23.2,95.51666667,8/24/1943,95.51666667,491 BS
USA,MALAY STATES,ALOR STAR,6.116666667,100.3833333,3/10/1945,100.3833333,468 BG
USA,BURMA,PAHOK,23.8,96.9,5/20/1944,96.9,529 FS
USA,FORMOSA AND RYUKYU ISLANDS,KIIRUN,25.13333333,121.7333333,3/25/1945,121.7333333,19 BS
USA,CELEBES ISLANDS,CERAM ISLAND,-3.25,129.5,12/1/1944,129.5,42 BG
GREAT BRITAIN,BURMA,PANTAGON E/POS (PONTAGA),22.866667,95.433333,2/19/1942,95.433333,NO. 225 GROUP
USA,NEW GUINEA,MONDA,-8.166666667,138.6666667,5/20/1943,138.6666667,370 BS
